Unnamed: 0,Equation Number,eqn,soln,metrics
155,191,"(1x + 2) = (3 + 4x)
","(1x + 2) = (3 + 4x)
|((1x + 2) - 2) = ((3 + 4x) - 2)|(((1x + 2) - 2) - 4x) = (((3 + 4x) - 2) - 4x)|((1x + (2 - 2)) - 4x) = (((3 + 4x) - 2) - 4x)|((1x + 0) - 4x) = (((3 + 4x) - 2) - 4x)|((1x + 0) - 4x) = (((4x + 3) - 2) - 4x)|((1x + 0) - 4x) = ((4x + (3 - 2)) - 4x)|((1x + 0) - 4x) = (((3 - 2) + 4x) - 4x)|((1x + 0) - 4x) = ((3 - 2) + (4x - 4x))|(1x - 4x) = ((3 - 2) + (4x - 4x))|((1 - 4) * x) = ((3 - 2) + (4x - 4x))|((1 - 4) * x) = ((3 - 2) + 0)|-3x = ((3 - 2) + 0)|(x * (-3)) = ((3 - 2) + 0)|(x * (-3)) = (3 - 2)|((x * (-3)) / (-3)) = ((3 - 2) / (-3))|(x * ((-3) / (-3))) = ((3 - 2) / (-3))|(x * 1) = ((3 - 2) / (-3))|x = ((3 - 2) / (-3))|x = (1 / (-3))|x = ([-1/3])",37
156,192,"((1x + 2) + 3x) = 4
","((1x + 2) + 3x) = 4
|(3x + (1x + 2)) = 4|((3x + (1x + 2)) - 2) = (4 - 2)|(((3x + 1x) + 2) - 2) = (4 - 2)|((((3 + 1) * x) + 2) - 2) = (4 - 2)|((4x + 2) - 2) = (4 - 2)|(4x + (2 - 2)) = (4 - 2)|(4x + 0) = (4 - 2)|4x = (4 - 2)|(x * 4) = (4 - 2)|(x * 4) = 2|((x * 4) / 4) = (2 / 4)|(x * (4 / 4)) = (2 / 4)|(x * 1) = (2 / 4)|x = (2 / 4)|x = [1/2]",29
157,193,"(-1x + 2) = (-3x - 4)
","(-1x + 2) = (-3x - 4)
|((-1x + 2) - 2) = ((-3x - 4) - 2)|(((-1x + 2) - 2) - -3x) = (((-3x - 4) - 2) - -3x)|((-1x + (2 - 2)) - -3x) = (((-3x - 4) - 2) - -3x)|((-1x + 0) - -3x) = (((-3x - 4) - 2) - -3x)|((-1x + 0) - -3x) = (((-3x - 4) - -3x) - 2)|((-1x + 0) - -3x) = (((-3x - -3x) - 4) - 2)|((-1x + 0) - -3x) = ((0 - 4) - 2)|(-1x - -3x) = ((0 - 4) - 2)|(((-1) - (-3)) * x) = ((0 - 4) - 2)|2x = ((0 - 4) - 2)|2x = ((-4) - 2)|(2x / 2) = (((-4) - 2) / 2)|((x * 2) / 2) = (((-4) - 2) / 2)|(x * (2 / 2)) = (((-4) - 2) / 2)|(x * 1) = (((-4) - 2) / 2)|x = (((-4) - 2) / 2)|x = ((-6) / 2)|x = (-3)",34
158,194,"1 = ((-2x + 3) + 4x)
","1 = ((-2x + 3) + 4x)
|1 = (4x + (-2x + 3))|(1 - 3) = ((4x + (-2x + 3)) - 3)|(1 - 3) = (((4x + -2x) + 3) - 3)|(((4x + -2x) + 3) - 3) = (1 - 3)|((((4 + (-2)) * x) + 3) - 3) = (1 - 3)|((2x + 3) - 3) = (1 - 3)|(2x + (3 - 3)) = (1 - 3)|(2x + 0) = (1 - 3)|2x = (1 - 3)|(x * 2) = (1 - 3)|(x * 2) = (-2)|((x * 2) / 2) = ((-2) / 2)|(x * (2 / 2)) = ((-2) / 2)|(x * 1) = ((-2) / 2)|x = ((-2) / 2)|x = (-1)",34
159,195,"(1 + -2x) = (-3x + 4)
","(1 + -2x) = (-3x + 4)
|((1 + -2x) - 4) = ((-3x + 4) - 4)|((-3x + 4) - 4) = ((1 + -2x) - 4)|(((-3x + 4) - 4) - -2x) = (((1 + -2x) - 4) - -2x)|((-3x + (4 - 4)) - -2x) = (((1 + -2x) - 4) - -2x)|((-3x + 0) - -2x) = (((1 + -2x) - 4) - -2x)|((-3x + 0) - -2x) = (((1 + -2x) - -2x) - 4)|((-3x + 0) - -2x) = ((1 + (-2x - -2x)) - 4)|((-3x + 0) - -2x) = ((1 + 0) - 4)|(-3x - -2x) = ((1 + 0) - 4)|(-3x - -2x) = (1 - 4)|(((-3) - (-2)) * x) = (1 - 4)|-1x = (1 - 4)|(x * (-1)) = (1 - 4)|((x * (-1)) * (-1)) = ((1 - 4) * (-1))|(x * ((-1) * (-1))) = ((1 - 4) * (-1))|(x * 1) = ((1 - 4) * (-1))|x = ((1 - 4) * (-1))|x = ((-3) * (-1))|x = 3",35
160,196,"-1x = (2 - 3)
","-1x = (2 - 3)
|(x * (-1)) = (2 - 3)|((x * (-1)) * (-1)) = ((2 - 3) * (-1))|(x * ((-1) * (-1))) = ((2 - 3) * (-1))|(x * 1) = ((2 - 3) * (-1))|x = ((2 - 3) * (-1))|x = ((-1) * (-1))|x = 1",13
161,197,"(((-1) / x) + 2) = (-3)
","(((-1) / x) + 2) = (-3)
|((((-1) / x) + 2) - 2) = ((-3) - 2)|(((-1) / x) + (2 - 2)) = ((-3) - 2)|(((-1) / x) + (2 - 2)) = (-5)|(((-1) / x) + 0) = (-5)|((((-1) / x) + 0) / (-5)) = ((-5) / (-5))|(((((-1) / x) + 0) / (-5)) * x) = (((-5) / (-5)) * x)|(((((-1) / x) + 0) / (-5)) * x) = 1x|(x * ((((-1) / x) + 0) / (-5))) = 1x|(x * (((-1) / x) / (-5))) = 1x|((x * ((-1) / x)) / (-5)) = 1x|(((x * (-1)) / x) / (-5)) = 1x|((-1x / x) / (-5)) = 1x|((-1x / x) / (-5)) = x|x = ((-1x / x) / (-5))|x = (((-1) * (x / x)) / (-5))|x = (((-1) * 1) / (-5))|x = ((-1) / (-5))|x = [1/5]",41
162,198,"(-1) = (((-2) / x) + (-3))
","(-1) = (((-2) / x) + (-3))
|((-1) - (-3)) = ((((-2) / x) + (-3)) - (-3))|2 = ((((-2) / x) + (-3)) - (-3))|2 = (((-2) / x) + ((-3) - (-3)))|2 = (((-2) / x) + 0)|(2 / 2) = ((((-2) / x) + 0) / 2)|(2 / 2) = (((-2) / x) / 2)|1 = (((-2) / x) / 2)|1x = ((((-2) / x) / 2) * x)|x = ((((-2) / x) / 2) * x)|x = (x * (((-2) / x) / 2))|x = ((x * ((-2) / x)) / 2)|x = (((x * (-2)) / x) / 2)|x = ((-2x / x) / 2)|x = (((-2) * (x / x)) / 2)|x = (((-2) * 1) / 2)|x = ((-2) / 2)|x = (-1)",35
163,199,"((-1) + 2) = (3 / x)
","((-1) + 2) = (3 / x)
|1 = (3 / x)|1x = ((3 / x) * x)|1x = (x * (3 / x))|x = (x * (3 / x))|x = ((x * 3) / x)|x = (3x / x)|x = (3 * (x / x))|x = (3 * 1)|x = 3",15
164,200,"(1 + 2x) = (-3x + (-4))
","(1 + 2x) = (-3x + (-4))
|((1 + 2x) - (-4)) = ((-3x + (-4)) - (-4))|((-3x + (-4)) - (-4)) = ((1 + 2x) - (-4))|(-3x + ((-4) - (-4))) = ((1 + 2x) - (-4))|(-3x + 0) = ((1 + 2x) - (-4))|((-3x + 0) - 2x) = (((1 + 2x) - (-4)) - 2x)|((-3x + 0) - 2x) = (((1 + 2x) - 2x) - (-4))|((-3x + 0) - 2x) = ((1 + (2x - 2x)) - (-4))|((-3x + 0) - 2x) = ((1 + 0) - (-4))|((-3x + 0) - 2x) = (1 - (-4))|(-3x - 2x) = (1 - (-4))|(((-3) - 2) * x) = (1 - (-4))|-5x = (1 - (-4))|(x * (-5)) = (1 - (-4))|(x * (-5)) = 5|((x * (-5)) / (-5)) = (5 / (-5))|(x * ((-5) / (-5))) = (5 / (-5))|(x * 1) = (5 / (-5))|x = (5 / (-5))|x = (-1)",35
165,201,"(-1) = (2x - 3)
","(-1) = (2x - 3)
|(-1) = (2x + (-3))|((-1) - (-3)) = ((2x + (-3)) - (-3))|((-1) - (-3)) = (2x + ((-3) - (-3)))|(2x + ((-3) - (-3))) = ((-1) - (-3))|(2x + 0) = ((-1) - (-3))|2x = ((-1) - (-3))|(2x / 2) = (((-1) - (-3)) / 2)|((x * 2) / 2) = (((-1) - (-3)) / 2)|(x * (2 / 2)) = (((-1) - (-3)) / 2)|(x * 1) = (((-1) - (-3)) / 2)|x = (((-1) - (-3)) / 2)|x = (2 / 2)|x = 1",23
166,202,"-1x = ((-2x + 3) + 4)
","-1x = ((-2x + 3) + 4)
|-1x = (-2x + (3 + 4))|-1x = ((3 + 4) + -2x)|(-1x - -2x) = (((3 + 4) + -2x) - -2x)|(((-1) - (-2)) * x) = (((3 + 4) + -2x) - -2x)|1x = (((3 + 4) + -2x) - -2x)|1x = ((3 + 4) + (-2x - -2x))|1x = ((3 + 4) + 0)|1x = (7 + 0)|1x = 7|x = 7",18
167,205,"(((-1) + 2x) + 3) = (4 + 5)
","(((-1) + 2x) + 3) = (4 + 5)
|((2x + (-1)) + 3) = (4 + 5)|(2x + ((-1) + 3)) = (4 + 5)|(2x + (3 + (-1))) = (4 + 5)|(2x + (3 + (-1))) = (5 + 4)|(2x + 2) = (5 + 4)|((2x + 2) - 2) = ((5 + 4) - 2)|((2x + 2) - 2) = (9 - 2)|(2x + (2 - 2)) = (9 - 2)|(2x + 0) = (9 - 2)|2x = (9 - 2)|(x * 2) = (9 - 2)|(x * 2) = 7|((x * 2) / 2) = (7 / 2)|(x * (2 / 2)) = (7 / 2)|(x * 1) = (7 / 2)|x = (7 / 2)|x = [7/2]",27
168,209,"(-1) = (2 + -3x)
","(-1) = (2 + -3x)
|((-1) - 2) = ((2 + -3x) - 2)|((-1) - 2) = ((-3x + 2) - 2)|((-1) - 2) = (-3x + (2 - 2))|(-3x + (2 - 2)) = ((-1) - 2)|((x * (-3)) + (2 - 2)) = ((-1) - 2)|(((x * (-3)) + (2 - 2)) / (-3)) = (((-1) - 2) / (-3))|(((x * (-3)) + 0) / (-3)) = (((-1) - 2) / (-3))|((x * (-3)) / (-3)) = (((-1) - 2) / (-3))|(x * ((-3) / (-3))) = (((-1) - 2) / (-3))|(x * 1) = (((-1) - 2) / (-3))|x = (((-1) - 2) / (-3))|x = ((-3) / (-3))|x = 1",23
169,210,"1x = (2 + 3x)
","1x = (2 + 3x)
|(1x - 3x) = ((2 + 3x) - 3x)|((1 - 3) * x) = ((2 + 3x) - 3x)|((1 - 3) * x) = (2 + (3x - 3x))|((1 - 3) * x) = (2 + 0)|-2x = (2 + 0)|(x * (-2)) = (2 + 0)|(x * (-2)) = 2|((x * (-2)) / (-2)) = (2 / (-2))|(x * ((-2) / (-2))) = (2 / (-2))|(x * 1) = (2 / (-2))|x = (2 / (-2))|x = (-1)",24
170,211,"((-1) + 2x) = (3x + 4)
","((-1) + 2x) = (3x + 4)
|(((-1) + 2x) - 4) = ((3x + 4) - 4)|((3x + 4) - 4) = (((-1) + 2x) - 4)|(3x + (4 - 4)) = (((-1) + 2x) - 4)|(3x + 0) = (((-1) + 2x) - 4)|3x = (((-1) + 2x) - 4)|(3x - 2x) = ((((-1) + 2x) - 4) - 2x)|((3 - 2) * x) = ((((-1) + 2x) - 4) - 2x)|1x = ((((-1) + 2x) - 4) - 2x)|1x = ((((-1) + 2x) - 2x) - 4)|1x = (((-1) + (2x - 2x)) - 4)|1x = (((-1) + 0) - 4)|1x = ((-1) - 4)|1x = (-5)|x = (-5)",25
171,212,"(-1x + (-2)) = (3 + 4x)
","(-1x + (-2)) = (3 + 4x)
|((-1x + (-2)) - 4x) = ((3 + 4x) - 4x)|(((-1x + (-2)) - 4x) - (-2)) = (((3 + 4x) - 4x) - (-2))|(((-1x + (-2)) - (-2)) - 4x) = (((3 + 4x) - 4x) - (-2))|((-1x + ((-2) - (-2))) - 4x) = (((3 + 4x) - 4x) - (-2))|((-1x + 0) - 4x) = (((3 + 4x) - 4x) - (-2))|((-1x + 0) - 4x) = ((3 + (4x - 4x)) - (-2))|((-1x + 0) - 4x) = ((3 + 0) - (-2))|(-1x - 4x) = ((3 + 0) - (-2))|(-1x - 4x) = (3 - (-2))|(((-1) - 4) * x) = (3 - (-2))|-5x = (3 - (-2))|(x * (-5)) = (3 - (-2))|(x * (-5)) = 5|((x * (-5)) / (-5)) = (5 / (-5))|(x * ((-5) / (-5))) = (5 / (-5))|(x * 1) = (5 / (-5))|x = (5 / (-5))|x = (-1)",34
172,213,"(-1) = ((2x - 3) + 4x)
","(-1) = ((2x - 3) + 4x)
|(-1) = (4x + (2x - 3))|(-1) = (4x + (2x + (-3)))|((-1) - (-3)) = ((4x + (2x + (-3))) - (-3))|((-1) - (-3)) = (((4x + 2x) + (-3)) - (-3))|((-1) - (-3)) = ((((4 + 2) * x) + (-3)) - (-3))|((-1) - (-3)) = (((4 + 2) * x) + ((-3) - (-3)))|((-1) - (-3)) = (6x + ((-3) - (-3)))|((-1) - (-3)) = (6x + 0)|(6x + 0) = ((-1) - (-3))|6x = ((-1) - (-3))|(6x / 6) = (((-1) - (-3)) / 6)|((x * 6) / 6) = (((-1) - (-3)) / 6)|(x * (6 / 6)) = (((-1) - (-3)) / 6)|(x * 1) = (((-1) - (-3)) / 6)|x = (((-1) - (-3)) / 6)|x = (2 / 6)|x = [1/3]",31
173,214,"1 = (2 - (3 / x))
","1 = (2 - (3 / x))
|(1 - 2) = ((2 - (3 / x)) - 2)|(-1) = ((2 - (3 / x)) - 2)|(-1) = ((2 - 2) - (3 / x))|(-1) = (0 - (3 / x))|((-1) * (-1)) = ((0 - (3 / x)) * (-1))|(((-1) * (-1)) * x) = (((0 - (3 / x)) * (-1)) * x)|1x = (((0 - (3 / x)) * (-1)) * x)|x = (((0 - (3 / x)) * (-1)) * x)|(((0 - (3 / x)) * (-1)) * x) = x|(x * ((0 - (3 / x)) * (-1))) = x|((x * (0 - (3 / x))) * (-1)) = x|x = ((x * (0 - (3 / x))) * (-1))|x = (((0 - (3 / x)) * x) * (-1))|x = ((0x - ((3 / x) * x)) * (-1))|x = ((0 - ((3 / x) * x)) * (-1))|x = ((0 - (x * (3 / x))) * (-1))|((0 - (x * (3 / x))) * (-1)) = x|((0 - ((x * 3) / x)) * (-1)) = x|((0 - (3x / x)) * (-1)) = x|x = ((0 - (3x / x)) * (-1))|x = ((0 - (3 * (x / x))) * (-1))|x = ((0 - (3 * 1)) * (-1))|x = ((0 - 3) * (-1))|x = ((-3) * (-1))|x = 3",71
174,215,"(1 + 2x) = (3x + (-4))
","(1 + 2x) = (3x + (-4))
|((1 + 2x) - (-4)) = ((3x + (-4)) - (-4))|((3x + (-4)) - (-4)) = ((1 + 2x) - (-4))|(3x + ((-4) - (-4))) = ((1 + 2x) - (-4))|(3x + 0) = ((1 + 2x) - (-4))|((3x + 0) - 2x) = (((1 + 2x) - (-4)) - 2x)|((3x + 0) - 2x) = (((1 + 2x) - 2x) - (-4))|((3x + 0) - 2x) = ((1 + (2x - 2x)) - (-4))|((3x + 0) - 2x) = ((1 + 0) - (-4))|((3x + 0) - 2x) = (1 - (-4))|(3x - 2x) = (1 - (-4))|((3 - 2) * x) = (1 - (-4))|1x = (1 - (-4))|1x = 5|x = 5",25
175,216,"((-1x - 2) + 3x) = 4
","((-1x - 2) + 3x) = 4
|((-1x + (-2)) + 3x) = 4|(((-1x + (-2)) + 3x) - (-2)) = (4 - (-2))|((3x + (-1x + (-2))) - (-2)) = (4 - (-2))|(((3x + -1x) + (-2)) - (-2)) = (4 - (-2))|((((3 + (-1)) * x) + (-2)) - (-2)) = (4 - (-2))|(((3 + (-1)) * x) + ((-2) - (-2))) = (4 - (-2))|(2x + ((-2) - (-2))) = (4 - (-2))|(2x + 0) = (4 - (-2))|2x = (4 - (-2))|(2x / 2) = ((4 - (-2)) / 2)|((x * 2) / 2) = ((4 - (-2)) / 2)|(x * (2 / 2)) = ((4 - (-2)) / 2)|(x * 1) = ((4 - (-2)) / 2)|x = ((4 - (-2)) / 2)|x = (6 / 2)|x = 3",31
176,217,"(1 + -2x) = (3x + (-4))
","(1 + -2x) = (3x + (-4))
|((1 + -2x) - (-4)) = ((3x + (-4)) - (-4))|((3x + (-4)) - (-4)) = ((1 + -2x) - (-4))|(3x + ((-4) - (-4))) = ((1 + -2x) - (-4))|(3x + 0) = ((1 + -2x) - (-4))|((3x + 0) - -2x) = (((1 + -2x) - (-4)) - -2x)|((3x + 0) - -2x) = (((1 + -2x) - -2x) - (-4))|(3x - -2x) = (((1 + -2x) - -2x) - (-4))|((3 - (-2)) * x) = (((1 + -2x) - -2x) - (-4))|5x = (((1 + -2x) - -2x) - (-4))|5x = ((1 + (-2x - -2x)) - (-4))|(x * 5) = ((1 + (-2x - -2x)) - (-4))|((x * 5) / 5) = (((1 + (-2x - -2x)) - (-4)) / 5)|((x * 5) / 5) = (((1 + 0) - (-4)) / 5)|((x * 5) / 5) = ((1 - (-4)) / 5)|(x * (5 / 5)) = ((1 - (-4)) / 5)|(x * 1) = ((1 - (-4)) / 5)|x = ((1 - (-4)) / 5)|x = (5 / 5)|x = 1",35
177,218,"1 = ((-2) + 3x)
","1 = ((-2) + 3x)
|(1 - (-2)) = (((-2) + 3x) - (-2))|(1 - (-2)) = ((3x + (-2)) - (-2))|(1 - (-2)) = (3x + ((-2) - (-2)))|(1 - (-2)) = ((x * 3) + ((-2) - (-2)))|((1 - (-2)) / 3) = (((x * 3) + ((-2) - (-2))) / 3)|(((x * 3) + ((-2) - (-2))) / 3) = ((1 - (-2)) / 3)|(((x * 3) + 0) / 3) = ((1 - (-2)) / 3)|((x * 3) / 3) = ((1 - (-2)) / 3)|(x * (3 / 3)) = ((1 - (-2)) / 3)|(x * 1) = ((1 - (-2)) / 3)|x = ((1 - (-2)) / 3)|x = (3 / 3)|x = 1",25
178,220,"((1 / x) + 2) = 3
","((1 / x) + 2) = 3
|(((1 / x) + 2) - 2) = (3 - 2)|((1 / x) + (2 - 2)) = (3 - 2)|((1 / x) + 0) = (3 - 2)|((1 / x) + 0) = 1|(((1 / x) + 0) * x) = 1x|(x * ((1 / x) + 0)) = 1x|(x * (1 / x)) = 1x|((x * 1) / x) = 1x|(x / x) = 1x|1 = 1x|1x = 1|x = 1",22
179,221,"(1 + (2 / x)) = (-3)
","(1 + (2 / x)) = (-3)
|((2 / x) + 1) = (-3)|(((2 / x) + 1) - 1) = ((-3) - 1)|(((2 / x) + 1) - 1) = (-4)|((((2 / x) + 1) - 1) / (-4)) = ((-4) / (-4))|(((((2 / x) + 1) - 1) / (-4)) * x) = (((-4) / (-4)) * x)|(x * ((((2 / x) + 1) - 1) / (-4))) = (((-4) / (-4)) * x)|(x * (((2 / x) + (1 - 1)) / (-4))) = (((-4) / (-4)) * x)|((x * ((2 / x) + (1 - 1))) / (-4)) = (((-4) / (-4)) * x)|((x * ((2 / x) + 0)) / (-4)) = (((-4) / (-4)) * x)|((x * (2 / x)) / (-4)) = (((-4) / (-4)) * x)|((x * (2 / x)) / (-4)) = 1x|(((x * 2) / x) / (-4)) = 1x|((2x / x) / (-4)) = 1x|((2x / x) / (-4)) = x|x = ((2x / x) / (-4))|x = ((2 * (x / x)) / (-4))|x = ((2 * 1) / (-4))|x = (2 / (-4))|x = ([-1/2])",45
180,223,"((-1) + ((-2) / x)) = 3
","((-1) + ((-2) / x)) = 3
|(((-2) / x) + (-1)) = 3|((((-2) / x) + (-1)) - (-1)) = (3 - (-1))|((((-2) / x) + (-1)) - (-1)) = 4|(((((-2) / x) + (-1)) - (-1)) / 4) = (4 / 4)|((((((-2) / x) + (-1)) - (-1)) / 4) * x) = ((4 / 4) * x)|(x * (((((-2) / x) + (-1)) - (-1)) / 4)) = ((4 / 4) * x)|(x * ((((-2) / x) + ((-1) - (-1))) / 4)) = ((4 / 4) * x)|((x * (((-2) / x) + ((-1) - (-1)))) / 4) = ((4 / 4) * x)|((x * (((-2) / x) + 0)) / 4) = ((4 / 4) * x)|((x * ((-2) / x)) / 4) = ((4 / 4) * x)|(((x * (-2)) / x) / 4) = ((4 / 4) * x)|(((x * (-2)) / x) / 4) = 1x|((-2x / x) / 4) = 1x|(((-2) * (x / x)) / 4) = 1x|(((-2) * 1) / 4) = 1x|(((-2) * 1) / 4) = x|x = (((-2) * 1) / 4)|x = ((-2) / 4)|x = ([-1/2])",45
181,224,"(1x + 2) = 3
","(1x + 2) = 3
|((1x + 2) - 2) = (3 - 2)|(1x + (2 - 2)) = (3 - 2)|(1x + 0) = (3 - 2)|1x = (3 - 2)|1x = 1|x = 1",10
182,225,"((-1) + (2 / x)) = (-3)
","((-1) + (2 / x)) = (-3)
|((2 / x) + (-1)) = (-3)|(((2 / x) + (-1)) - (-1)) = ((-3) - (-1))|(((2 / x) + (-1)) - (-1)) = (-2)|((((2 / x) + (-1)) - (-1)) / (-2)) = ((-2) / (-2))|(((((2 / x) + (-1)) - (-1)) / (-2)) * x) = (((-2) / (-2)) * x)|(x * ((((2 / x) + (-1)) - (-1)) / (-2))) = (((-2) / (-2)) * x)|(x * (((2 / x) + ((-1) - (-1))) / (-2))) = (((-2) / (-2)) * x)|(x * (((2 / x) + 0) / (-2))) = (((-2) / (-2)) * x)|(x * ((2 / x) / (-2))) = (((-2) / (-2)) * x)|((x * (2 / x)) / (-2)) = (((-2) / (-2)) * x)|((x * (2 / x)) / (-2)) = 1x|(((x * 2) / x) / (-2)) = 1x|((2x / x) / (-2)) = 1x|((2 * (x / x)) / (-2)) = 1x|((2 * (x / x)) / (-2)) = x|x = ((2 * (x / x)) / (-2))|x = ((2 * 1) / (-2))|x = (2 / (-2))|x = (-1)",46
183,226,"1 = (2 + -3x)
","1 = (2 + -3x)
|(1 - 2) = ((2 + -3x) - 2)|(1 - 2) = ((-3x + 2) - 2)|((-3x + 2) - 2) = (1 - 2)|(-3x + (2 - 2)) = (1 - 2)|((x * (-3)) + (2 - 2)) = (1 - 2)|((x * (-3)) + 0) = (1 - 2)|(x * (-3)) = (1 - 2)|((x * (-3)) / (-3)) = ((1 - 2) / (-3))|(x * ((-3) / (-3))) = ((1 - 2) / (-3))|(x * 1) = ((1 - 2) / (-3))|x = ((1 - 2) / (-3))|x = ((-1) / (-3))|x = [1/3]",22
184,227,"((-1) - 2x) = ((-3) - 4x)
","((-1) - 2x) = ((-3) - 4x)
|(((-1) - 2x) - (-1)) = (((-3) - 4x) - (-1))|(((-1) - (-1)) - 2x) = (((-3) - 4x) - (-1))|(((-1) - (-1)) - 2x) = (((-3) - (-1)) - 4x)|(((-1) - (-1)) - 2x) = (((-3) - (-1)) + -4x)|(0 - 2x) = (((-3) - (-1)) + -4x)|(0 + -2x) = (((-3) - (-1)) + -4x)|(-2x + 0) = (((-3) - (-1)) + -4x)|((-2x + 0) - -4x) = ((((-3) - (-1)) + -4x) - -4x)|(-2x - -4x) = ((((-3) - (-1)) + -4x) - -4x)|(((-2) - (-4)) * x) = ((((-3) - (-1)) + -4x) - -4x)|2x = ((((-3) - (-1)) + -4x) - -4x)|2x = (((-3) - (-1)) + (-4x - -4x))|2x = (((-3) - (-1)) + 0)|(2x / 2) = ((((-3) - (-1)) + 0) / 2)|((x * 2) / 2) = ((((-3) - (-1)) + 0) / 2)|(x * (2 / 2)) = ((((-3) - (-1)) + 0) / 2)|(x * 1) = ((((-3) - (-1)) + 0) / 2)|x = ((((-3) - (-1)) + 0) / 2)|x = (((-2) + 0) / 2)|x = ((-2) / 2)|x = (-1)",37
185,228,"(-1x + (-2)) = (3x + (-4))
","(-1x + (-2)) = (3x + (-4))
|((-1x + (-2)) - (-2)) = ((3x + (-4)) - (-2))|(-1x + ((-2) - (-2))) = ((3x + (-4)) - (-2))|(-1x + ((-2) - (-2))) = (((-4) + 3x) - (-2))|(-1x + 0) = (((-4) + 3x) - (-2))|((-1x + 0) - 3x) = ((((-4) + 3x) - (-2)) - 3x)|((-1x + 0) - 3x) = ((((-4) + 3x) - 3x) - (-2))|((-1x + 0) - 3x) = (((-4) + (3x - 3x)) - (-2))|((-1x + 0) - 3x) = (((-4) + 0) - (-2))|((-1x + 0) - 3x) = ((-4) - (-2))|(-1x - 3x) = ((-4) - (-2))|(((-1) - 3) * x) = ((-4) - (-2))|-4x = ((-4) - (-2))|(x * (-4)) = ((-4) - (-2))|((x * (-4)) / (-4)) = (((-4) - (-2)) / (-4))|(x * ((-4) / (-4))) = (((-4) - (-2)) / (-4))|(x * ((-4) / (-4))) = ((-2) / (-4))|(x * 1) = ((-2) / (-4))|x = ((-2) / (-4))|x = [1/2]",34
186,229,"(-1) = (-2x + 3x)
","(-1) = (-2x + 3x)
|(-1) = (((-2) + 3) * x)|(-1) = 1x|1x = (-1)|x = (-1)",8
187,230,"(1 + ((-2) / x)) = 3
","(1 + ((-2) / x)) = 3
|(((-2) / x) + 1) = 3|((((-2) / x) + 1) - 1) = (3 - 1)|((((-2) / x) + 1) - 1) = 2|(((-2) / x) + (1 - 1)) = 2|(((-2) / x) + 0) = 2|((((-2) / x) + 0) / 2) = (2 / 2)|(((((-2) / x) + 0) / 2) * x) = ((2 / 2) * x)|((((-2) / x) / 2) * x) = ((2 / 2) * x)|((((-2) / x) / 2) * x) = 1x|(x * (((-2) / x) / 2)) = 1x|((x * ((-2) / x)) / 2) = 1x|(((x * (-2)) / x) / 2) = 1x|((-2x / x) / 2) = 1x|(((-2) * (x / x)) / 2) = 1x|(((-2) * 1) / 2) = 1x|(((-2) * 1) / 2) = x|x = (((-2) * 1) / 2)|x = ((-2) / 2)|x = (-1)",42
188,231,"-1x = ((2x - 3) - 4)
","-1x = ((2x - 3) - 4)
|(-1x - 2x) = (((2x - 3) - 4) - 2x)|(((-1) - 2) * x) = (((2x - 3) - 4) - 2x)|(((-1) - 2) * x) = (((2x - 4) - 3) - 2x)|(((-1) - 2) * x) = (((2x - 4) - 2x) - 3)|(((-1) - 2) * x) = (((2x - 2x) - 4) - 3)|(((-1) - 2) * x) = ((0 - 4) - 3)|-3x = ((0 - 4) - 3)|(x * (-3)) = ((0 - 4) - 3)|(x * (-3)) = ((-4) - 3)|((x * (-3)) / (-3)) = (((-4) - 3) / (-3))|(x * ((-3) / (-3))) = (((-4) - 3) / (-3))|(x * 1) = (((-4) - 3) / (-3))|x = (((-4) - 3) / (-3))|x = ((-7) / (-3))|x = [7/3]",27
189,232,"((-1) + 2x) = (-3x - 4)
","((-1) + 2x) = (-3x - 4)
|(((-1) + 2x) - 2x) = ((-3x - 4) - 2x)|((-3x - 4) - 2x) = (((-1) + 2x) - 2x)|((-3x - 4) - 2x) = ((-1) + (2x - 2x))|((-3x - 2x) - 4) = ((-1) + (2x - 2x))|((-3x - 2x) - 4) = ((-1) + 0)|((((-3) - 2) * x) - 4) = ((-1) + 0)|((((-3) - 2) * x) - 4) = (-1)|((((-3) - 2) * x) + (-4)) = (-1)|(((((-3) - 2) * x) + (-4)) - (-4)) = ((-1) - (-4))|((((-3) - 2) * x) + ((-4) - (-4))) = ((-1) - (-4))|((((-3) - 2) * x) + 0) = ((-1) - (-4))|(((-3) - 2) * x) = ((-1) - (-4))|-5x = ((-1) - (-4))|(x * (-5)) = ((-1) - (-4))|(x * (-5)) = 3|((x * (-5)) / (-5)) = (3 / (-5))|(x * ((-5) / (-5))) = (3 / (-5))|(x * 1) = (3 / (-5))|x = (3 / (-5))|x = ([-3/5])",35
190,234,"(-1) = (((-2) - 3x) + 4x)
","(-1) = (((-2) - 3x) + 4x)
|(-1) = (((-2) + -3x) + 4x)|(-1) = ((-2) + (-3x + 4x))|((-1) - (-2)) = (((-2) + (-3x + 4x)) - (-2))|((-1) - (-2)) = (((-3x + 4x) + (-2)) - (-2))|((-1) - (-2)) = (((((-3) + 4) * x) + (-2)) - (-2))|((-1) - (-2)) = ((1x + (-2)) - (-2))|((-1) - (-2)) = (1x + ((-2) - (-2)))|((-1) - (-2)) = (1x + 0)|(1x + 0) = ((-1) - (-2))|(1x + 0) = 1|1x = 1|x = 1",22
